Contest	Contest number	Party number	Endorsement number	Endorser number	Supplemental search	Endorser	Description	State	Region	DATE	Cal quart	Pol quart	Cal dichot	Pol dichot	Endorsee	Nominee	Count	Adjusted count	Weight	Adjusted weight	Pond	Weighted pond	Home state endorsement	Home region endorsement	Another candidate's home state endorsement	Another candidate's home region endorsement	Geography	Weighted geography	Own group endorsement	Another candidate's group endorsement	Group	Weighted group	Endorser's ideology	Ideological distance	Weighted ideological distance	Breadth	Breadth dummy	Weighted breadth																			
2004D	10	1	7257	4362	0	Todd Regis	"Director Alliance for Economic Justice, member United Food and Commercial Workers, Local 951"	MI 	Midwest	1/15/04	4	4	2	2	Gephardt	0	1	1	0.1	0.1	0	0.0	0	0	0	1	1	0.100	1	0	0	0.000																									
2004D	10	1	7258	5092	0	Beryl Anthony	Former U.S. rep.	AR	South	1/15/04	4	4	2	2	Gephardt	0	1	1	0.2	0.2	1	0.2	0	0	1	1	1	0.200	1	0	0	0.000	-0.157	0.357	0.071	0.000	0	0.000																			
2004D	10	1	7259	1321	0	Eleanor Smeal	President Feminist Majority Fund	DC	Own	1/15/04	4	4	2	2	Braun	0	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	1	0	0	0.000	1.000	0.700	0.140	0.000	0	0.000																			
2004D	10	1	7260	2869	0	Mack Hines	"State rep., minister (Baptist)"	SC	South	1/15/04	4	4	2	2	Lieberman	0	1	1	0.2	0.2	0	0.0	0	0	0	1	1	0.200	0	1	1	0.200																									
2004D	10	1	7261	753	0	Christopher Guest	Actor	CA	West	1/16/04	4	4	2	2	Clark	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2004D	10	1	7262	4242	0	Susan Sarandon	Actor	CA	West	1/16/04	4	4	2	2	Dean	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	1	1	0.100	1.000	0.500	0.050	0.500	1	0.050																			
2004D	10	1	7263	1983	0	Jan Drago	City council president	WA	West  	1/16/04	4	4	2	2	Kerry	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2004D	10	1	7264	714	0	Chevy Chase	Comedian	NY	Northeast	1/16/04	4	4	2	2	Gephardt	0	1	1	0.1	0.1	0	0.0	0	0	1	1	1	0.100	0	0	0.5	0.050	1.000	0.800	0.080	0.400	1	0.040																			
2004D	10	1	7265	2602	0	Kathryn Shields	County executive	MO	Plains	1/16/04	4	4	2	2	Gephardt	0	1	1	0.1	0.1	0	0.0	1	1	0	0	0	0.000	0	1	1	0.100																									
2004D	10	1	7266	719	0	Chris Berman	Football commentator	CT	Northeast	1/16/04	4	4	2	2	Lieberman	0	1	1	0.1	0.1	0	0.0	1	1	0	1	0	0.000	1	0	0	0.000																									
2004D	10	1	7267	2140	0	Jim Frush	Activist	WA	West  	1/16/04	4	4	2	2	Kerry	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2004D	10	1	7268	2197	0	Jim Whittaker	Activist	WA	West  	1/16/04	4	4	2	2	Kerry	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2004D	10	1	7269	759	0	Chuck Berry	Musician	MO 	Plains	1/16/04	4	4	2	2	Gephardt	0	1	1	0.1	0.1	0	0.0	1	1	0	0	0	0.000	0	1	1	0.100																									
2004D	10	1	7270	4833	0	Unknown	President Washington Ceasefire	WA	West  	1/16/04	4	4	2	2	Kerry	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2004D	10	1	7271	3430	0	Paul Bucha	Medal of Honor winner	DC	Own	1/16/04	4	4	2	2	Kerry	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2004D	10	1	7272	1188	0	Donna Christian-Christensen	U.S. Delegate to Congress	VI	Own	1/16/04	4	4	2	2	Kerry	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	1	1	0.200	1.000	0.700	0.140	0.700	1	0.140																			
2004D	10	1	7273	3865	0	Roger Wilson	Former governor	MO	Plains	1/16/04	4	4	2	2	Gephardt	0	1	1	0.3	0.3	0	0.0	1	1	0	0	0	0.000	0	0	0.5	0.150																									
2004D	10	1	7274	5133	0	Bob Kerrey	"Former governor, former U.S. Senator, former presidential candidate"	NE	Plains	1/16/04	4	4	2	2	Kerry	1	1	1	0.3	0.3	1	0.3	0	0	0	1	1	0.300	1	0	0	0.000	-0.221	0.521	0.156	0.000	0	0.000																			
2004D	10	1	7275	610	0	Carol Moseley-Braun	Former U.S. Senator	IL	Midwest	1/16/04	4	4	2	2	Dean	0	1	1	0.3	0.3	0	0.0	0	0	1	1	1	0.300	0	1	1	0.300	0.333	0.167	0.050	0.167	1	0.050																			
2004D	10	1	7276	618	0	Carolyn Cheeks Kilpatrick	U.S. rep.	MI 	Midwest	1/16/04	4	4	2	2	Dean	0	1	1	0.4	0.4	0	0.0	0	0	0	1	1	0.400	0	1	1	0.400	0.461	0.039	0.016	0.039	1	0.016																			
2004D	10	1	7277	5663	0	Paul Shomshor	"Former state rep., former city councilor"	IA	Plains	1/17/04	4	4	2	2	Edwards	0	1	1	0.1	0.1	1	0.1	0	0	0	1	1	0.100	0	0	0.5	0.050																									
2004D	10	1	7278	1597	0	Gil Mobley	Local labor leader	IA	Plains	1/17/04	4	4	2	2	Edwards	0	1	1	0.1	0.1	0	0.0	0	0	0	1	1	0.100	0	0	0.5	0.050																									
2004D	10	1	7279	2288	0	John Cahill	County party chair	IA	Plains	1/17/04	4	4	2	2	Dean	0	1	1	0.2	0.2	0	0.0	0	0	0	1	1	0.200	0	0	0.5	0.100																									
2004D	10	1	7280	185	0	Arthur Morrell	State rep.	LA	South	1/17/04	4	4	2	2	Dean	0	1	1	0.2	0.2	0	0.0	0	0	0	1	1	0.200	0	0	0.5	0.100																									
2004D	10	1	7281	5838	0	Terry Coleman	State house party leader	GA	South	1/17/04	4	4	2	2	Dean	0	1	1	0.4	0.4	1	0.4	0	0	0	1	1	0.400	0	0	0.5	0.200																									
2004D	10	1	7282	3239	0	Mimi Kennedy	Actor	CA	West	1/18/04	4	4	2	2	Kucinich	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050	1.000	0.000	0.000	0.000	0	0.000																			
2004D	10	1	7283	5413	0	Jeanne Bridenstine	Activist	IA	Plains	1/18/04	4	4	2	2	Dean	0	1	1	0.1	0.1	1	0.1	0	0	0	1	1	0.100	0	1	1	0.100																									
2004D	10	1	7284	4024	0	Scott Wolf	Actor	CA	West	1/18/04	4	4	2	2	Kerry	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	1	1	0.100																									
2004D	10	1	7285	3974	0	Samantha Power	Author	MA 	Northeast	1/18/04	4	4	2	2	Clark	0	1	1	0.1	0.1	0	0.0	0	0	1	1	1	0.100	0	1	1	0.100	0.000	0.300	0.030	0.300	1	0.030																			
2004D	10	1	7286	4942	0	Wilbert Collins	County commissioner	OK	South/Plains	1/18/04	4	4	2	2	Lieberman	0	1	1	0.1	0.1	0	0.0	0	0	0	1	1	0.100	0	0	0.5	0.050																									
2004D	10	1	7287	237	0	Barry Levinson	Director	MD	Northeast	1/18/04	4	4	2	2	Clark	0	1	1	0.1	0.1	0	0.0	0	0	0	1	1	0.100	0	1	1	0.100																									
2004D	10	1	7288	267	0	Benjamin Eichert	Director	NH	Northeast	1/18/04	4	4	2	2	Kucinich	0	1	1	0.1	0.1	0	0.0	0	0	0	1	1	0.100	0	0	0.5	0.050	1.000	1.000	0.100	0.500	0	0.050																			
2004D	10	1	7289	3756	0	Robert Altman	Director	CA	West	1/18/04	4	4	2	2	Kerry	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050	1.000	0.700	0.070	0.350	1	0.035																			
2004D	10	1	7290	1532	0	"Gene Stipe, relatives, and law firm"	Former state senator	OK	South/Plains	1/18/04	4	4	2	2	Edwards	0	1	1	0.1	0.1	0	0.0	0	1	0	1	0.5	0.050	0	0	0.5	0.050																									
2004D	10	1	7291	1133	0	Dine Bidziil Navajo Strength Coalition	Grass-roots organization		National	1/18/04	4	4	2	2	Kucinich	0	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	0	0.5	0.200	1.000	1.000	0.400	0.500	0	0.200																			
2004D	10	1	7292	418	0	Blink-182	Musical group	CA	West	1/18/04	4	4	2	2	Kerry	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2004D	10	1	7293	5188	0	Concord Monitor	Newspaper	NH	Northeast	1/18/04	4	4	2	2	Kerry	1	1	1	0.1	0.1	1	0.1	0	1	0	1	0.5	0.050	0	0	0.5	0.050																									
2004D	10	1	7294	2615	0	Keene Sentinel	Newspaper	NH	Northeast	1/18/04	4	4	2	2	Dean	0	1	1	0.1	0.1	0	0.0	0	1	0	1	0.5	0.050	0	0	0.5	0.050																									
2004D	10	1	7295	3346	0	North Andover Eagle-Tribune	Newspaper	MA	Northeast	1/18/04	4	4	2	2	Lieberman	0	1	1	0.1	0.1	0	0.0	0	1	1	1	0.5	0.050	0	0	0.5	0.050																									
2004D	10	1	7296	3721	0	Richard Willig	Newspaper reporter	DC	Own	1/18/04	4	4	2	2	Dean	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2004D	10	1	7297	1017	0	Dayton Duncan	Political historian	NH	Northeast	1/18/04	4	4	2	2	Dean	0	1	1	0.1	0.1	0	0.0	0	1	0	1	0.5	0.050	0	0	0.5	0.050																									
2004D	10	1	7298	2799	0	Linda Bloodworth-Thomason and Harry Thomason	Producers	CA	West	1/18/04	4	4	2	2	Clark	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	1	1	0.100																									
2004D	10	1	7299	1622	0	Gordon Griffin	Former ambassador to Canada	GA	South	1/18/04	4	4	2	2	Clark	0	1	1	0.1	0.1	0	0.0	0	1	0	1	0.5	0.050	0	0	0.5	0.050																									
2004D	10	1	7300	3993	0	Sandy Garrett	State supervisor of education	OK	South/Plains	1/18/04	4	4	2	2	Lieberman	0	1	1	0.2	0.2	0	0.0	0	0	0	1	1	0.200	0	0	0.5	0.100																									
2004D	10	1	7301	931	0	David Boren	Former U.S. Senator	OK	South/Plains	1/18/04	4	4	2	2	Lieberman	0	1	1	0.3	0.3	0	0.0	0	0	0	1	1	0.300	1	0	0	0.000	-0.472	0.072	0.022	0.000	0	0.000																			
2004D	10	1	7302	2104	0	Jerry Zucker	Director	CA	West	1/19/04	4	4	2	2	Edwards	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2004D	10	1	7303	4758	0	Unknown	Activists		National	1/19/04	4	4	2	2	Clark	0	16	1.5	0.1	0.15	0	0.0	0	0	0	0	1	0.150	0	0	0.5	0.075																									
2004D	10	1	7304	984	0	David Pottruck	CEO Charles Schwab	CA	West	1/19/04	4	4	2	2	Lieberman	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	1	0	0	0.000																									
2004D	10	1	7305	338	0	Bill Cherry	Communicatons director Operation Push	 	 	1/19/04	4	4	2	2	Sharpton	0	1	1	0.1	0.1	0	0.0	 	 			 	 	1	0	0	0.000																									
2004D	10	1	7306	2611	0	Katina Tsongas	Daughter of Paul Tsongas	MA	Northeast	1/19/04	4	4	2	2	Clark	0	1	1	0.1	0.1	0	0.0	0	0	1	1	1	0.100	0	1	1	0.100																									
2004D	10	1	7307	3093	0	"Merrill ""Tony"" McPeak"	Former Air Force Chief of Staff	OR	West	1/19/04	4	4	2	2	Dean	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	1	1	0.100																									
2004D	10	1	7308	428	0	Bob Bianchi	Local labor leader	IA	Plains	1/19/04	4	4	2	2	Gephardt	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2004D	10	1	7309	523	0	Brian Heins	Local labor leader	IA	Plains	1/19/04	4	4	2	2	Dean	0	1	1	0.1	0.1	0	0.0	0	0	0	1	1	0.100	0	1	1	0.100																									
2004D	10	1	7310	2099	0	Jerry Nowadzky	Local labor leader	IA	Plains	1/19/04	4	4	2	2	Gephardt	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2004D	10	1	7311	3725	0	Rick Becker	Local labor leader	IA	Plains	1/19/04	4	4	2	2	Gephardt	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2004D	10	1	7312	1208	0	Doug Bishop	Mayor of Baxter	IA	Plains	1/19/04	4	4	2	2	Gephardt	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2004D	10	1	7313	3101	0	Michael Bolton	Musician	CA	West	1/19/04	4	4	2	2	Gephardt	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2004D	10	1	7314	234	0	Barre-Montpelier Times Argus	Newspaper	VT	Northeast	1/19/04	4	4	2	2	Dean	0	1	1	0.1	0.1	0	0.0	1	1	0	1	0	0.000	0	0	0.5	0.050																									
2004D	10	1	7315	1817	0	Iowa State Daily	Newspaper	IA	Plains	1/19/04	4	4	2	2	Edwards	0	1	1	0.1	0.1	0	0.0	0	0	0	1	1	0.100	0	0	0.5	0.050																									
2004D	10	1	7316	5561	0	Manchester Union-Leader	Newspaper	NH	Northeast	1/19/04	4	4	2	2	Lieberman	0	1	1	0.1	0.1	1	0.1	0	1	0	1	0.5	0.050	0	0	0.5	0.050	1.000	1.400	0.140	0.350	1	0.035																			
2004D	10	1	7317	4912	0	Washington Post	Newspaper  	DC	Own	1/19/04	4	4	2	2	Lieberman	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050	-1.000	0.600	0.060	0.300	1	0.030																			
2004D	10	1	7318	1815	0	Iowa Bystander	Newspaper (black)	IA	Plains	1/19/04	4	4	2	2	Edwards	0	1	1	0.1	0.1	0	0.0	0	0	0	1	1	0.100	0	1	1	0.100																									
2004D	10	1	7319	5086	0	Ben Jones	Former U.S. rep.	VA	South	1/19/04	4	4	2	2	Clark	0	1	1	0.2	0.2	1	0.2	0	1	0	1	0.5	0.100	0	1	1	0.200	-0.373	0.673	0.135	0.336	1	0.067																			
2004D	10	1	7320	1935	0	James Jones	Former U.S. rep.	OK	South/Plains	1/19/04	4	4	2	2	Dean	0	1	1	0.2	0.2	0	0.0	0	0	0	1	1	0.200	0	1	1	0.200	-0.769	1.269	0.254	1.269	1	0.254																			
2004D	10	1	7321	5111	0	Bill Lockyer	State attorney general	CA	West	1/19/04	4	4	2	2	Dean	0	1	1	0.2	0.2	1	0.2	0	0	0	0	1	0.200	0	0	0.5	0.100																									
2004D	10	1	7322	3032	0	Mary Mascher	State rep.	IA	Plains	1/19/04	4	4	2	2	Kerry	1	1	1	0.2	0.2	0	0.0	0	0	0	1	1	0.200	0	1	1	0.200		 																							
2004D	10	1	7323	5197	0	Dale Bumpers	Former U.S. Senator	AR	South	1/19/04	4	4	2	2	Clark	0	1	1	0.3	0.3	1	0.3	1	1	0	1	0	0.000	0	1	1	0.300	0.129	0.171	0.051	0.000	0	0.000																			
2004D	10	1	7324	5329	0	George McGovern	"Former U.S. Senator, 1972 Democratic presidential nominee"	SD	Plains	1/19/04	4	4	2	2	Clark	0	1	1	0.3	0.3	1	0.3	0	0	0	1	1	0.300	0	0	0.5	0.150	0.755	0.455	0.137	0.228	1	0.068																			
2004D	10	1	7325	1232	0	Duane Woerth	President Airline Pilots Association		National	1/19/04	4	4	2	2	Gephardt	0	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	0	0.5	0.200																									
				 																																																					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
